state_abbrev,state_desc,county_name,tract_fips,total_population,lack_insurence_prev,binge_drinking_prev,high_bp_prev,cancer_prev,adult_asthma_prev,heart_disease_prev,routine_physical_prev,copd_prev,smoking_prev,diabetes_prev,high_chol_prev,physical_activity_prev,adult_obesity_prev,poor_sleep_prev,stroke_prev,geolocation
VA,Virginia,Manassas Park,51685920200,8025,14.4,17.3,25.9,3.9,8.8,3.2,72.8,3.7,14.6,7.8,26,19.9,34.7,35,1.8,POINT (-77.43534621 38.7675081)
VA,Virginia,Page,51139030500,5957,14.1,16.4,36.6,7,9.9,7.2,75.8,9,23.2,11.6,34.6,26.3,37.3,35.1,3.5,POINT (-78.57590692 38.52086977)
VA,Virginia,Fairfax,51059491802,2861,9.3,16.9,24.6,5.1,7.9,3.5,71.3,3.5,9.8,6.9,28.9,14.2,21.5,31.7,1.7,POINT (-77.39455014 38.86435253)
VA,Virginia,Fairfax,51059482203,3960,6.8,17.3,24.4,6,7.6,3.6,72.4,2.8,6.7,6.3,28.9,11.3,20.5,28.9,1.6,POINT (-77.36221147 38.95923894)
VA,Virginia,Rockingham,51165011000,3034,16.7,15.7,38.9,6.9,10.1,8.3,74.6,10.6,24.4,13.2,36.2,30.2,34.9,33.4,4.1,POINT (-78.96613488 38.69309051)
VA,Virginia,Fredericksburg,51630000302,4424,13.8,16.7,32.5,5.6,10.3,5.7,76.2,6.7,17.1,10.2,29.7,22.5,33.7,34.3,2.9,POINT (-77.47627477 38.28528023)
VA,Virginia,Newport News,51700032225,3752,20.6,14.1,42,4.3,12.8,5.8,78.5,8.4,27,14.9,27.3,33.3,49.4,44.2,4.2,POINT (-76.53777122 37.13931698)
VA,Virginia,Virginia Beach,51810045427,6281,10.8,21.1,23.6,4.2,9.5,3.2,74,4.1,15.4,7.4,26.5,18.5,32.5,34.8,1.7,POINT (-75.98049461 36.77378671)
VA,Virginia,Norfolk,51710007001,1555,17.2,18.5,25.9,2.8,11.4,2.6,74,3.6,19.1,6.9,19.1,21.2,37,43.2,1.9,POINT (-76.21734423 36.86159155)
VA,Virginia,Gloucester,51073100500,3857,11.4,15.2,35.8,7.7,9.4,7,76.3,7.6,17.7,11.3,35.5,21.3,35.1,35.3,3.2,POINT (-76.43098932 37.27941956)
VA,Virginia,Stafford,51179010305,5674,11.1,17.7,29.6,4.9,9.4,3.9,73.2,4.4,15.2,8.7,30.1,19.9,37,37.2,2.1,POINT (-77.51319197 38.39672874)
VA,Virginia,Accomack,51001090500,2849,19.9,13.5,42.4,6.7,11,8.2,76.8,10.1,23.7,14.8,34,33.3,39.5,38.6,4.7,POINT (-75.67779494 37.78318174)
VA,Virginia,Prince William,51153900201,2050,20.1,15.5,28,3.8,9.1,3.8,74.6,4.2,15.3,9.8,26.6,22.6,37.3,36.2,2.1,POINT (-77.25100758 38.6639947)
VA,Virginia,Fairfax,51059491702,6967,10.8,19.1,19.7,3.5,8,2.5,68.6,2.6,9.4,5.2,23,13.6,20.7,32.3,1.3,POINT (-77.3684659 38.86571444)
VA,Virginia,Washington,51191010100,6906,12.2,15.4,38,7.7,9.6,7.3,77.1,8.4,19.7,11.8,36.5,23.9,33.3,32.4,3.4,POINT (-82.08009704 36.65035862)
VA,Virginia,Fairfax,51059471402,3495,16,15.3,27,4.4,8.4,3.9,71.4,4.1,12.4,9.3,29.3,20.1,24.5,33.9,2.2,POINT (-77.20944269 38.88040015)
VA,Virginia,Portsmouth,51740213104,4253,12.6,15.6,34,4.2,10.8,3.5,80.3,3.9,15.5,10.7,25.1,22.7,41.7,44.4,2.4,POINT (-76.3994104 36.88547759)
VA,Virginia,Roanoke City,51770002700,5395,17,16.2,37,6.1,10.9,7,71,10.1,26.7,12.3,32.1,30.2,37.7,35.9,3.8,POINT (-79.92152144 37.26376655)
VA,Virginia,Roanoke City,51770000300,4842,18.2,16.4,34.7,5.6,9.8,5.8,71.5,7,20.4,11.4,29.7,27,36.9,35.8,3.1,POINT (-79.96585437 37.31543776)
VA,Virginia,Albemarle,51003010800,5325,11.3,14.8,29.5,7,9.3,5.6,76.6,5.2,11.6,9.2,29.5,18.5,26.9,30,2.7,POINT (-78.50430176 38.07705455)
VA,Virginia,Newport News,51700030100,4468,21,14.9,41.7,3.2,13.1,5.3,78.7,7.7,28.1,14.7,24.7,33.9,50,45.9,4.2,POINT (-76.42252841 36.97373975)
VA,Virginia,Chesterfield,51041100910,5351,12.2,15,35.3,6.3,9.7,5.1,75.4,5.7,16.3,10.5,32.2,21.8,37,36.7,2.6,POINT (-77.5832998 37.4750995)
VA,Virginia,Montgomery,51121020800,6599,12,17,31.2,5.9,9.8,5.4,75.7,6.5,18,9.3,29.7,22.6,35.3,31.8,2.7,POINT (-80.37912197 37.15998945)
VA,Virginia,Virginia Beach,51810046217,4354,10.5,17.7,25.1,4.2,8.7,3.2,75.6,3.6,13.3,8.5,27.9,19.3,29.5,35,1.8,POINT (-76.16625211 36.76781427)
VA,Virginia,Prince William,51153901005,4363,8.6,16.8,25.7,4.4,8.7,2.9,76.3,3,10.6,7.2,26.9,13.4,33.5,33.1,1.5,POINT (-77.38649567 38.62284748)
VA,Virginia,Rockingham,51165010500,2356,19.4,15.3,36,6.4,9.8,7.3,74.6,8.9,20.1,12.7,34.2,29.2,35,32.6,3.6,POINT (-78.77961585 38.4726058)
VA,Virginia,Virginia Beach,51810046015,5403,11.5,19,25.4,4.1,9.4,3.3,75.2,4.1,15.5,8.5,27.1,20.3,33,36.4,1.9,POINT (-76.10728593 36.76896678)
VA,Virginia,Hampton,51650010502,3214,15.3,14.3,37.1,3.9,11.5,4.2,79.1,5.1,19.4,11.8,24.8,25.9,41.2,44.2,3,POINT (-76.37977065 37.03419808)
VA,Virginia,Arlington,51013100400,3502,5.7,16.5,28.8,8.1,7.7,5.1,78.6,3.8,7.1,8.1,35.4,11.9,26.2,25.5,2.1,POINT (-77.10610059 38.91159355)
VA,Virginia,Charlottesville,51540000501,3305,16.9,15.5,34.6,4,11.8,4.9,75.5,6.8,22.2,12.5,26,27.3,39.4,39.5,3.5,POINT (-78.49649034 38.02596184)
VA,Virginia,Floyd,51063920101,6177,11.9,15.9,35.4,7.3,9.5,6.8,76.1,7.8,19.1,10.9,33.3,23.4,34.3,33.5,3.2,POINT (-80.28424387 37.00886416)
VA,Virginia,Suffolk,51800065500,2772,21.6,11.4,48.8,4.9,13.1,6.7,82.5,8.7,26.6,19,32.7,37.5,47.4,45.9,5.6,POINT (-76.57115989 36.72179061)
VA,Virginia,Arlington,51013102001,2248,16.2,18.3,24.4,4.6,8.4,4.1,73.2,4,11.4,8.8,27.5,19,29.7,29.6,2.1,POINT (-77.110595 38.87541941)
VA,Virginia,Loudoun,51107611014,4397,9.3,17.3,23,4.5,8.5,3,71.4,3.2,10.8,6.3,27.1,14.1,28.9,32,1.5,POINT (-77.47842781 39.05345596)
VA,Virginia,Russell,51167030100,4672,15.8,14.4,41.1,7.3,11.2,8.8,77.6,12.2,27.1,14.4,37.2,31.9,41.5,37.2,4.5,POINT (-81.93228326 37.0681804)
VA,Virginia,Staunton,51790000600,3706,12.6,15.1,36.7,7.6,9.5,7,77.5,7.6,17.8,11.5,34.1,23.8,34.3,33.4,3.4,POINT (-79.05390698 38.13810775)
VA,Virginia,Chesterfield,51041100702,2011,11.4,13.8,39.5,6.4,10.4,5.5,78,6,16.2,12.5,32.4,23,40.4,38.7,3.1,POINT (-77.46605241 37.26069795)
VA,Virginia,Shenandoah,51171040400,2427,11,15.4,37.6,8.2,9.1,7.3,78.1,7.7,17.1,11.3,38.8,21.4,36.7,32.5,3.2,POINT (-78.45198656 38.83880875)
VA,Virginia,Fairfax,51059420300,5814,12,16.4,28.6,5.8,8.3,4.5,72.8,4.5,11.2,8.7,31.7,16.8,24.7,32.1,2.2,POINT (-77.10386898 38.79634637)
VA,Virginia,King William,51101950101,4194,12.9,16.3,37,6,10.4,6,75.3,7.3,20.9,11.7,32.4,24.5,39,39.9,3.3,POINT (-77.19244903 37.72949898)
VA,Virginia,Fairfax,51059430101,4569,7.6,16,28.7,7,7.8,4.6,74.6,4,8.1,8,34.1,13,21.5,28.9,2,POINT (-77.31623443 38.81152926)
VA,Virginia,Richmond City,51760070900,6635,23.6,13.2,47,5.3,13.1,8.2,78.9,9.7,26,18.9,32.2,35.8,43.8,41.5,5.8,POINT (-77.46048164 37.48194027)
VA,Virginia,Washington,51191010900,4233,13.5,14.5,41.7,7.8,10.5,8.8,77.7,11,23.9,14.1,37.9,28.4,36.5,34.1,4.3,POINT (-81.82393734 36.65694763)
VA,Virginia,Roanoke City,51770001900,4936,11.5,17.7,30.2,6.1,9.4,4.8,70.9,5.6,16.6,8.4,29.1,20.1,31.4,32.2,2.4,POINT (-79.98501169 37.26702139)
VA,Virginia,Lynchburg,51680001700,4871,10.7,15.8,34.1,7.3,9.1,6,77.1,5.9,13.5,9.3,30.5,20.4,27,31.2,2.9,POINT (-79.23197083 37.35969921)
VA,Virginia,Fluvanna,51065020200,5468,12.6,15.3,37.8,7,9.7,6.3,78.4,6.7,16.8,12,34,23.4,36.5,36.9,3.4,POINT (-78.20082187 37.82724755)
VA,Virginia,Albemarle,51003010903,2613,19.1,16.6,14.8,0.7,14.5,1.6,71.5,5.3,21,3,10.5,30.3,27.1,35,1,POINT (-78.50752627 38.03492269)
VA,Virginia,Fairfax,51059415800,4752,6.5,15.5,30.6,8.2,7.9,5.2,76.1,4.1,7.6,8.1,35.4,12.6,22,28,2.2,POINT (-77.06885351 38.72338561)
VA,Virginia,Hampton,51650011500,4060,8.5,15.5,35.3,7.5,9,5.7,77.9,5.4,13.1,9.9,32.6,17.8,31.3,33.7,2.7,POINT (-76.36364225 37.00652047)
VA,Virginia,Loudoun,51107611805,5110,7.3,17.5,20.5,3.8,8,2.3,70.7,2.3,9.2,5.3,25.5,11.9,27.4,31.5,1.1,POINT (-77.49686304 38.89602637)
VA,Virginia,James City,51095080205,3040,13.2,14.3,36.6,7.8,9.6,6.9,79.4,6.3,13.4,11.9,33,22.3,32,31.8,3.6,POINT (-76.74120126 37.2921552)
VA,Virginia,Staunton,51790000100,1054,8.3,17.8,29,5.7,9.1,4.6,75.6,4.6,12.3,8.1,29,16,31.6,31.2,2.1,POINT (-79.07389421 38.14988678)
VA,Virginia,Hanover,51085321201,4555,12,16.5,35.1,6.7,9.4,6.1,76.4,6.9,18.2,10.3,33.9,21.8,38,34.1,2.9,POINT (-77.32348623 37.58822443)
VA,Virginia,Fauquier,51061930100,5551,11.1,15.9,34.7,7.2,8.8,5.9,77,5.8,14,10.1,34.4,19.7,30.7,32.9,2.7,POINT (-77.80648933 38.90590805)
VA,Virginia,King William,51101950300,3415,11.7,15.8,35.7,7.3,9.5,6.1,76.1,6.4,16.4,10.4,33.3,21.9,34.1,36.5,3,POINT (-76.80691811 37.55989352)
VA,Virginia,Frederick,51069051102,6517,16,16.6,34.7,7,9.2,6.5,74.9,7,18.3,9.9,31.9,26.6,32.7,33.1,3.2,POINT (-78.1388916 39.20484377)
VA,Virginia,Henry,51089010900,2755,16.6,12.9,44.5,7.7,11.5,9.4,78.8,11.8,26.1,17.1,36.9,31.4,42.1,39.6,5.3,POINT (-80.00393371 36.65340494)
VA,Virginia,Bedford,51019030401,2905,11.9,14.8,39.3,8.8,9.2,8.1,77.7,8.4,18.4,12.2,38,22.5,32.9,33.2,3.7,POINT (-79.57597758 37.38595318)
VA,Virginia,Stafford,51179010503,2078,9.5,16.8,34.8,7.2,8.9,6.1,74.5,6.3,16.1,10.5,36.7,20.6,36.2,34.5,2.7,POINT (-77.36800402 38.3270839)
VA,Virginia,Norfolk,51710006606,4177,14.4,15.1,33.6,5.8,10.5,5.6,77.3,5.9,16.9,10.5,28.4,22.3,34.5,38.5,3.1,POINT (-76.22590948 36.90958277)
VA,Virginia,Spotsylvania,51177020307,3580,15,16.6,31.9,4.6,9.6,4.2,74,5.3,17.6,9.5,29.3,22.9,37,36.1,2.4,POINT (-77.54329914 38.25666058)
VA,Virginia,Henrico,51087200805,4091,20,11.2,45.5,4.8,13.6,6.4,82.1,8.7,25.7,18.3,29.1,36.7,49.1,47.6,5.3,POINT (-77.42363427 37.59101486)
VA,Virginia,Powhatan,51145500300,2773,20.8,21.5,34.1,3.1,8.2,4.1,71.8,4.5,23.5,9.4,25.2,23.2,39.2,41.7,2.4,POINT (-77.87945667 37.64463666)
VA,Virginia,Chesapeake,51550020804,6814,9.7,15.1,31.4,6.1,8.8,4.6,77.4,4.7,13.3,10.3,32.8,19.7,33.5,33.4,2.3,POINT (-76.17703663 36.73943518)
VA,Virginia,Arlington,51013103100,5198,16.6,17.7,27.6,3.9,9.5,3.8,75,4,14.5,9.9,25.9,21.1,34.5,34.8,2.4,POINT (-77.08297969 38.85118771)
VA,Virginia,Lynchburg,51680000201,6181,8.3,15.3,35.2,8,8.6,5.8,78.1,5.5,12,9.3,33.6,17.8,26.7,29.4,2.7,POINT (-79.22982498 37.43093221)
VA,Virginia,Franklin,51067020300,6127,10.9,15.5,38.9,7.7,9.4,7.1,77.5,7.8,18.2,11.4,37.3,22.4,35,30.3,3.3,POINT (-79.79624293 37.1643005)
VA,Virginia,Spotsylvania,51177020108,4096,16.4,14.6,36.2,6.7,9.8,6.4,76,7.2,17.7,11.3,32.3,26.4,35.4,34.6,3.5,POINT (-77.52184902 38.28114942)
VA,Virginia,Williamsburg,51830370200,2708,14.5,15.9,32.3,5.3,10.1,5.2,76.7,5.7,16.1,10.6,28.1,23.2,35.5,35.8,2.9,POINT (-76.69150171 37.28113796)
VA,Virginia,Prince William,51153901416,4659,10.1,17.9,22.1,3.6,8.3,2.4,73.6,2.6,11.6,6,23.9,13.9,31.8,33.5,1.3,POINT (-77.55335333 38.72776614)
VA,Virginia,Fairfax,51059470300,3253,6,14.2,31.5,8.5,7.7,5.4,77.1,4.1,6.8,8.4,36.6,12.4,21.2,27.2,2.2,POINT (-77.1383897 38.92757257)
VA,Virginia,Caroline,51033030202,1915,13.6,13.9,41.8,7.4,10.2,8,78.9,8.7,20.3,15,35.6,26.2,40.8,37,4.3,POINT (-77.21259615 37.97632244)
VA,Virginia,Greensville,51081880102,3276,24,20,40.2,2.8,8.6,4.8,71.7,5.5,29.9,11.8,27.1,28.1,45,47.7,2.9,POINT (-77.48613097 36.79860143)
VA,Virginia,Campbell,51031020401,5304,13.1,15.8,33.2,6.2,10.4,6.3,77.7,7.4,18.7,10.6,31.1,24.6,38.6,36.5,3.2,POINT (-79.23210603 37.32623751)
VA,Virginia,Fairfax,51059431300,4234,8.9,15.7,27.8,6.3,7.9,4.3,73.9,3.9,8.9,8,32.6,14.3,21.7,30.2,2,POINT (-77.24531834 38.76668239)
VA,Virginia,Norfolk,51710002500,4748,15.1,19.1,20.4,1.7,13.1,2.3,73.7,3.9,16.6,5.6,14.3,21.5,32.6,40.5,1.7,POINT (-76.30738283 36.88245572)
VA,Virginia,Fairfax,51059440201,2233,10.7,17.7,19.3,3.2,7.3,2.2,68.8,2.1,8.1,5.6,23.6,13.5,20.2,31.6,1.1,POINT (-77.22707917 38.86705427)
VA,Virginia,Loudoun,51107610400,4447,8.4,15.3,29.7,7.5,8.6,5.1,75.2,4.5,10,8.1,32.8,15,28.8,29.6,2.3,POINT (-77.57137848 39.13443428)
VA,Virginia,Frederick,51069050802,7274,11.8,17.1,33.2,6.4,9.3,5.4,75,6.2,17.6,9.3,32.2,22.9,33.1,33,2.6,POINT (-78.15441791 39.08889504)
VA,Virginia,Petersburg,51730810600,1884,21.8,9,54.2,6.6,14.1,10.1,84.8,12,27.7,25.3,35.1,42.4,51.6,46.8,8.2,POINT (-77.41404138 37.21478641)
VA,Virginia,Chesterfield,51041100934,6316,12.5,16.8,30,4.9,9.9,3.8,73,4.8,16.8,8.4,27.8,20.7,37.2,37.1,2,POINT (-77.59631575 37.42638195)
VA,Virginia,Roanoke City,51770002500,5641,24.1,10.1,53,5.9,14.3,9.4,79.6,13.5,32.4,23.4,33,45.1,50.3,45.7,7.8,POINT (-79.95251555 37.28328766)
VA,Virginia,Fairfax,51059452101,4864,13.4,13.8,30.9,5.8,8.4,5.1,74,5.1,11.8,10.3,33,19.9,24.1,33.1,2.6,POINT (-77.17978769 38.82051057)
VA,Virginia,Bedford,51019030601,3502,11.5,16.8,35.6,7,9.6,6.7,75.4,7.9,20.4,11.1,35.2,21.6,34.8,34.8,3.2,POINT (-79.72445567 37.22237177)
VA,Virginia,Fredericksburg,51630000400,3143,14,14.6,38.8,6,10.6,6.1,79.4,6.4,17,13.1,30.8,24.8,36.8,37.4,3.7,POINT (-77.45762018 38.28710399)
VA,Virginia,Rockingham,51165011100,3183,15.8,15.6,37.5,7,9.9,7.8,74.9,9.6,21.6,12.5,35.7,28.2,33.5,32.4,3.8,POINT (-79.03313459 38.54758565)
VA,Virginia,Middlesex,51119950900,1600,13.6,14.1,41.8,7.3,10.2,7.5,78.8,8,19.3,14.1,36.3,25.6,35.9,36.3,4,POINT (-76.67158491 37.70125353)
VA,Virginia,Montgomery,51121020201,5567,11.2,18.8,18,2.1,9.9,2.4,72.3,3.6,12.7,4.7,17.1,19.2,27.9,30,1.3,POINT (-80.44798803 37.21252992)
VA,Virginia,Fairfax City,51600300100,5129,12.2,16.5,27.6,5.3,8,4.2,72.3,4.1,11.7,8.2,28.9,17.6,28.7,31.6,2,POINT (-77.31806106 38.85804953)
VA,Virginia,Henrico,51087201102,4277,14.8,14.9,36.4,4.8,11,4.5,78.6,5.5,19.6,11.8,27.5,25.6,41.4,42.8,3,POINT (-77.38001623 37.52691124)
VA,Virginia,Franklin City,51620090200,3812,20.3,10.6,50.7,5.5,13.6,7.7,83,9.9,26.6,20.9,32.3,38.1,50.1,46.5,6.3,POINT (-76.92672824 36.66447942)
VA,Virginia,Smyth,51173030200,4658,14.1,15.2,40.4,7.7,10.4,8.5,77.2,10.6,23.5,13.5,36.6,28,42.4,36.3,4.2,POINT (-81.733855 36.91456007)
VA,Virginia,Augusta,51015070400,5307,12.9,16.6,36.1,6.8,9.7,6.8,74.8,8.1,21.8,11.4,36,24.5,36.6,35.2,3.2,POINT (-78.84044426 38.20470892)
VA,Virginia,Pittsylvania,51143011100,2929,13.6,13.8,41.5,7.1,10.3,7.4,79.5,8.6,21.7,14.3,35.9,28.1,38.7,36.8,4.1,POINT (-79.6270927 36.58203715)
VA,Virginia,Frederick,51069050300,5999,10.5,17.7,33.3,6.7,8.9,5.4,75,6,16.9,8.9,33.5,21,32.3,32.2,2.5,POINT (-78.27085384 39.34354881)
VA,Virginia,Virginia Beach,51810045415,1974,13.5,18,30.6,5.7,9.7,5.2,76.4,6.1,17.3,10.9,31.4,23.5,34.3,35.4,2.7,POINT (-76.07782686 36.81336177)
VA,Virginia,Isle of Wight,51093280103,6690,11.2,16.3,36.3,6.5,9.7,5.8,77.5,6.4,17.1,11.1,33.8,21.1,35.7,35.8,2.9,POINT (-76.53574222 36.94971874)
VA,Virginia,Roanoke City,51770000400,4761,17,13.9,40.8,8.6,9.6,8.7,74.4,9.7,20.5,13.4,35.4,29.7,33.9,33.7,4.4,POINT (-79.9430576 37.31489953)
VA,Virginia,Norfolk,51710004100,2029,25,9.6,48.4,3.8,19,6.7,82.9,13.1,38.3,20.6,26.3,46,56.8,54.4,7.2,POINT (-76.28300509 36.85689011)
VA,Virginia,Alexandria,51510200107,5766,9.9,19.8,21.4,3.2,8.8,2.1,68.9,2.4,11,5.1,22.2,14.1,25.5,35,1.2,POINT (-77.10544663 38.83673876)
VA,Virginia,Albemarle,51003010500,4543,8.7,14.4,30.2,8.7,8.4,6,77.7,4.8,9.3,8.6,31.6,16.2,23.5,27.1,2.7,POINT (-78.42579433 38.04670877)
VA,Virginia,Norfolk,51710006601,723,10.2,16.4,32.6,6.6,9.6,5.4,76.8,5.6,16,9.2,30.4,18.5,33.8,36.7,2.6,POINT (-76.22959011 36.92290144)
VA,Virginia,Arlington,51013103501,3456,7.8,19.4,19.2,4.5,7.6,2.9,72.6,2.4,7.2,5.2,23.9,11.6,23.4,27.7,1.3,POINT (-77.06568488 38.8627257)
VA,Virginia,Nottoway,51135000100,6036,16.5,12.9,44,7.3,10.8,8.3,79.8,9,21,16,34.9,29.8,40.6,39.4,4.9,POINT (-77.94070996 37.14007972)
VA,Virginia,Sussex,51183870400,1767,16.1,13.1,44.8,6.9,11.1,7.8,80.5,8.9,22.1,16.2,34.5,30.2,45.2,41.1,4.8,POINT (-77.0030627 36.97547342)
VA,Virginia,Chesapeake,51550021401,2028,12.5,15.9,32.4,5.4,9.4,4.7,76.8,5.2,16.1,10.9,30.9,22.6,37.5,35.7,2.6,POINT (-76.35355362 36.76137286)
VA,Virginia,Virginia Beach,51810044001,5535,12.3,21.7,22.2,3.9,10.1,3.3,73,4.5,15.7,6.8,23.9,19.3,31.9,34.1,1.8,POINT (-75.99266534 36.85178035)
VA,Virginia,Newport News,51700032211,6312,10,16,36,6.9,8.9,5.5,78,5.3,13.2,10.4,31.9,18.4,34.6,32.9,2.7,POINT (-76.56403236 37.12940451)
VA,Virginia,Spotsylvania,51177020407,5071,9.8,15.7,34.8,7,8.9,5.5,76.4,5.7,14.1,9.7,34.4,19,33.4,31.8,2.6,POINT (-77.7331424 38.24029203)
VA,Virginia,Norfolk,51710003100,3116,16.7,14.2,40.1,5.5,11.7,6,78.9,7,21.9,13.9,29.2,27.1,41.8,43.8,4.1,POINT (-76.25701303 36.88196157)
VA,Virginia,Prince George,51149850400,5182,12.3,15.3,36.8,6.9,9.4,6.1,76.7,6.7,18,11.2,35.9,22.2,33.9,35.6,3,POINT (-77.14186744 37.21234196)
VA,Virginia,Albemarle,51003010100,5190,9.1,15.1,32.4,7.8,9.1,6.3,77,6.4,13.8,10.1,34.9,18.2,27.5,29.2,2.8,POINT (-78.63834602 38.17420176)
VA,Virginia,Fairfax,51059480203,2054,7.6,12.7,31.4,8.7,7.5,5.6,76.8,4.2,6.8,9,35.2,14.3,19.5,28.2,2.5,POINT (-77.23544376 38.92756268)
VA,Virginia,Newport News,51700032006,3890,19.1,16.1,33.9,3.1,12.1,3.8,76.5,5.6,22.4,10.6,22.3,28.1,44.8,42.1,2.8,POINT (-76.51773272 37.11599544)
VA,Virginia,Loudoun,51107611802,8426,8.8,15.5,20.2,3.2,7.3,2.2,70.1,2.1,9.3,5.8,24.5,13.8,24.7,32.8,1.1,POINT (-77.53140795 38.91898238)
VA,Virginia,Alexandria,51510200500,4272,14.7,17.2,29.5,4.1,10,3.7,71.9,4.3,15.7,8.5,25.8,21.3,30.4,38.3,2.2,POINT (-77.10801377 38.81542662)
VA,Virginia,Loudoun,51107611101,4329,11.9,16.8,23.6,4.7,8.5,3.5,71.1,3.5,11.5,6.7,26.7,15.9,28.5,32.3,1.7,POINT (-77.42804657 39.05722507)
VA,Virginia,Stafford,51179010214,3756,12.2,18.8,28.3,4.3,9.3,3.5,71.8,4.2,16.7,8.3,28.8,20.4,37.8,38.1,1.9,POINT (-77.44984053 38.4661066)
VA,Virginia,Fairfax,51059491801,2349,10.1,18.9,19.1,3.3,7.9,2.2,68.3,2.4,9.2,5.1,23,13.1,20.3,32,1.2,POINT (-77.39601602 38.85735434)
VA,Virginia,Covington,51580060100,3098,14.5,14.3,40.8,7.3,10.5,8,77.8,9.4,21.7,14,36.3,28.1,37.9,36.4,4.3,POINT (-79.98242584 37.79337953)
VA,Virginia,Virginia Beach,51810045604,6335,12.8,20.9,21.9,3.7,10.1,3,73.8,3.8,14.1,6.7,22.5,19.1,31.5,34.7,1.7,POINT (-76.1198123 36.83685188)
VA,Virginia,Augusta,51015070900,4936,10.6,15.6,37.1,7.9,9.4,7,76.9,7.5,17.5,11.5,37.4,21.9,34.6,33.4,3.3,POINT (-79.11120944 38.0941611)
VA,Virginia,Fairfax,51059491602,5210,14.3,15.6,27.5,4.8,8,4.2,71.6,4.4,12.1,9.1,30.9,19.2,23.4,33.4,2.1,POINT (-77.41821657 38.8818294)
VA,Virginia,Richmond,51159040100,5416,16.1,14.1,43.9,7.8,10.2,8.7,79.1,9.7,20.8,15.4,35.5,27.8,40.1,38.6,4.8,POINT (-76.76948722 37.95602534)
VA,Virginia,Richmond City,51760071001,5325,20.1,14.3,40.7,5,13.1,6.4,78,8,22.6,14.8,28.1,31.3,41.3,40.2,4.6,POINT (-77.51694548 37.50998338)
VA,Virginia,Henrico,51087200109,3636,5.8,15,31.9,8.7,7.9,5.2,78.6,4.2,8.4,8.4,34.5,13.7,28.1,28.3,2.2,POINT (-77.56678132 37.57880266)
VA,Virginia,Newport News,51700030500,2071,19.8,11.7,51.9,5.4,12.6,7.6,82.9,8.7,25.1,20.3,31.2,35.1,51.3,46,5.9,POINT (-76.40873186 36.98807566)
VA,Virginia,Arlington,51013103700,2416,5.9,17.8,26.7,7.4,7.4,4.6,77.1,3.2,6.7,7.4,33.1,11.1,25.9,25.8,1.8,POINT (-77.06368538 38.85023104)
VA,Virginia,Dinwiddie,51053840300,6476,14.8,15.6,36.3,5.4,10.8,5.1,77.7,6.2,19.8,10.9,30.1,24,42,39.9,3,POINT (-77.49067284 37.20629301)
VA,Virginia,Virginia Beach,51810046006,4510,9.6,16.4,32,7.5,8.7,5.8,78.6,5.7,13.1,10.7,35.1,20.1,30.6,31.4,2.6,POINT (-76.15143126 36.81416567)
VA,Virginia,Prince William,51153900701,4976,15.4,16.5,25.7,3,9.5,2.5,75.1,3.1,14.6,7.6,22.4,18.8,37.2,38.6,1.7,POINT (-77.27751896 38.62035675)
VA,Virginia,Orange,51137110104,2968,12.1,17.4,33.3,6.5,9.3,5.7,75.1,6.5,18.6,9.8,34.3,20.5,32.5,34.7,2.7,POINT (-77.82685623 38.29507467)
VA,Virginia,Arlington,51013100800,1525,12.8,16.6,29.4,5,8.9,4.3,76.7,3.8,11.2,10.4,28.6,18.7,31.8,32.2,2.6,POINT (-77.12810902 38.89462985)
VA,Virginia,Fluvanna,51065020102,9341,8.8,15.9,33.7,8,8.8,6,77.9,5.6,12.5,9.6,34.5,17.7,32.1,32.1,2.6,POINT (-78.33096165 37.92138939)
VA,Virginia,Loudoun,51107611806,5935,8.5,16.4,21.4,3.9,7.9,2.6,70.9,2.5,9.3,5.9,25.8,13,26.2,32,1.3,POINT (-77.56726521 38.91214295)
VA,Virginia,Rockingham,51165010900,2581,15.7,16.2,35.7,6.9,9.6,7,74.4,8.5,20.4,11.3,35.1,26.3,32.3,32.1,3.3,POINT (-78.79220984 38.66108412)
VA,Virginia,Montgomery,51121021100,7281,9.9,17.9,27.5,5.7,8.9,4.2,75.2,4.6,14.1,7.3,28.3,17.8,32.2,30.1,2,POINT (-80.43271163 37.15103812)
VA,Virginia,Campbell,51031020101,5864,13.4,15.5,37.2,6.9,10,6.8,78.6,7.8,20.2,12.1,34.5,25.4,39.9,37.4,3.5,POINT (-79.0554153 37.35177812)
VA,Virginia,Russell,51167030300,4018,15.7,14.3,41.5,7.4,11.1,9.1,77.8,12.3,26.5,14.7,37.5,31.6,41.5,37,4.6,POINT (-82.28668632 36.80980574)
VA,Virginia,Caroline,51033030500,11752,12.7,17.1,32.7,5.6,9.6,4.9,75.7,5.4,17.7,10.1,30.1,20.6,38.2,37.1,2.6,POINT (-77.51283945 37.98801554)
VA,Virginia,Henrico,51087200503,3769,13.7,14.5,36.7,7.5,9.5,6.6,77.2,7.4,17.7,11.9,33.6,24.7,34.4,35.5,3.5,POINT (-77.49647639 37.63006827)
VA,Virginia,Arlington,51013102200,7575,25.1,16.9,26.8,3.4,9.5,4.1,72.9,4.9,18.1,11.3,27.8,27.7,36.6,35.7,2.4,POINT (-77.11838707 38.85774715)
